ID_Finanza,TipoGasto,Categoria,Monto
1416,Suscripciones SaaS,OPEX,482.19
1417,Suscripciones SaaS,OPEX,496.51
1418,Viajes,OPEX,979.96
1419,Hardware,CAPEX,748.12
1420,Suscripciones SaaS,OPEX,729.80
1421,Capacitacion,OPEX,913.83
1422,Capacitacion,OPEX,366.00
1423,Suscripciones SaaS,OPEX,476.50
1424,Desarrollo a Medida,CAPEX,1240.06
1425,Capacitacion,OPEX,615.75
1426,Capacitacion,OPEX,579.91
1427,Viajes,OPEX,287.69
1428,Suscripciones SaaS,OPEX,643.28
1429,Hardware,CAPEX,1490.90
1430,Hardware,CAPEX,475.73
1431,Suscripciones SaaS,OPEX,322.76
1432,Hardware,CAPEX,404.49
1433,Suscripciones SaaS,OPEX,394.44
1434,Viajes,OPEX,1403.38
1435,Hardware,CAPEX,663.09
1436,Suscripciones SaaS,OPEX,1599.75
1437,Hardware,CAPEX,1399.16
1438,Viajes,OPEX,162.37
1439,Servicios Nube,OPEX,732.12
1440,Licencias Perpetuas,CAPEX,334.10
1441,Viajes,OPEX,493.81
1442,Desarrollo a Medida,CAPEX,328.52
1443,Capacitacion,OPEX,1240.49
1444,Licencias Perpetuas,CAPEX,446.48
1445,Suscripciones SaaS,OPEX,431.97
1446,Licencias Perpetuas,CAPEX,1100.92
1447,Viajes,OPEX,607.11
1448,Hardware,CAPEX,170.19
1449,Desarrollo a Medida,CAPEX,721.43
1450,Soporte,OPEX,951.17
1451,Soporte,OPEX,1253.74
1452,Viajes,OPEX,741.41
1453,Servicios Nube,OPEX,793.20
1454,Servicios Nube,OPEX,626.27
1455,Viajes,OPEX,1449.74
1456,Soporte,OPEX,733.83
1457,Licencias Perpetuas,CAPEX,388.84
1458,Desarrollo a Medida,CAPEX,900.32
1459,Desarrollo a Medida,CAPEX,4758.56
1460,Soporte,OPEX,2005.11
1461,Licencias Perpetuas,CAPEX,1065.29
1462,Servicios Nube,OPEX,950.19
1463,Suscripciones SaaS,OPEX,563.32
1464,Servicios Nube,OPEX,825.08
1465,Licencias Perpetuas,CAPEX,554.80
1466,Soporte,OPEX,648.76
1467,Desarrollo a Medida,CAPEX,504.40
1468,Soporte,OPEX,615.83
1469,Capacitacion,OPEX,760.70
1470,Licencias Perpetuas,CAPEX,585.28
1471,Capacitacion,OPEX,390.48
1472,Hardware,CAPEX,846.51
1473,Desarrollo a Medida,CAPEX,519.43
1474,Capacitacion,OPEX,542.86
1475,Suscripciones SaaS,OPEX,147.66
1476,Licencias Perpetuas,CAPEX,1107.54
1477,Servicios Nube,OPEX,1423.28
1478,Capacitacion,OPEX,842.29
1479,Capacitacion,OPEX,431.82
1480,Licencias Perpetuas,CAPEX,1703.23
1481,Desarrollo a Medida,CAPEX,588.28
1482,Hardware,CAPEX,257.60
1483,Capacitacion,OPEX,625.50
1484,Soporte,OPEX,360.08
1485,Hardware,CAPEX,665.96
1486,Licencias Perpetuas,CAPEX,665.81
1487,Capacitacion,OPEX,823.64
1488,Suscripciones SaaS,OPEX,1109.33
1489,Viajes,OPEX,933.24
1490,Hardware,CAPEX,353.13
1491,Licencias Perpetuas,CAPEX,220.77
1492,Desarrollo a Medida,CAPEX,284.24
1493,Hardware,CAPEX,323.57
1494,Capacitacion,OPEX,644.82
1495,Hardware,CAPEX,419.20
1496,Desarrollo a Medida,CAPEX,340.39
1497,Capacitacion,OPEX,2326.99
1498,Soporte,OPEX,487.23
1499,Licencias Perpetuas,CAPEX,277.82
1500,Licencias Perpetuas,CAPEX,852.72
1501,Suscripciones SaaS,OPEX,157.17
1502,Viajes,OPEX,1350.99
1503,Soporte,OPEX,765.62
1504,Servicios Nube,OPEX,557.29
1505,Desarrollo a Medida,CAPEX,530.45
1506,Viajes,OPEX,576.07
1507,Suscripciones SaaS,OPEX,332.91
1508,Licencias Perpetuas,CAPEX,492.72
1509,Suscripciones SaaS,OPEX,753.44
1510,Capacitacion,OPEX,1408.95
1511,Capacitacion,OPEX,789.64
1512,Viajes,OPEX,752.59
1513,Servicios Nube,OPEX,1686.16
1514,Licencias Perpetuas,CAPEX,194.54
1515,Suscripciones SaaS,OPEX,1358.28
1516,Licencias Perpetuas,CAPEX,1922.11
1517,Suscripciones SaaS,OPEX,668.82
1518,Hardware,CAPEX,1134.16
1519,Viajes,OPEX,532.29
1520,Desarrollo a Medida,CAPEX,706.20
1521,Servicios Nube,OPEX,387.99
1522,Soporte,OPEX,877.59
1523,Hardware,CAPEX,850.56
1524,Suscripciones SaaS,OPEX,222.39
1525,Servicios Nube,OPEX,456.77
1526,Desarrollo a Medida,CAPEX,460.21
1527,Desarrollo a Medida,CAPEX,568.75
1528,Viajes,OPEX,2220.84
1529,Soporte,OPEX,890.21
1530,Licencias Perpetuas,CAPEX,1079.03
1531,Capacitacion,OPEX,343.92
1532,Soporte,OPEX,196.91
1533,Licencias Perpetuas,CAPEX,1728.31
1534,Suscripciones SaaS,OPEX,421.91
1535,Suscripciones SaaS,OPEX,878.69
1536,Licencias Perpetuas,CAPEX,890.09
1537,Soporte,OPEX,1577.94
1538,Soporte,OPEX,721.23
1539,Viajes,OPEX,834.43
1540,Soporte,OPEX,642.23
1541,Hardware,CAPEX,989.69
1542,Suscripciones SaaS,OPEX,565.82
1543,Hardware,CAPEX,898.91
1544,Soporte,OPEX,301.45
1545,Hardware,CAPEX,771.24
1546,Desarrollo a Medida,CAPEX,1366.12
1547,Hardware,CAPEX,1126.33
1548,Licencias Perpetuas,CAPEX,194.85
1549,Soporte,OPEX,785.52
1550,Viajes,OPEX,787.60
1551,Hardware,CAPEX,809.58
1552,Desarrollo a Medida,CAPEX,204.11
1553,Hardware,CAPEX,1016.59
1554,Suscripciones SaaS,OPEX,281.78
1555,Servicios Nube,OPEX,69.58
1556,Licencias Perpetuas,CAPEX,1232.34
1557,Hardware,CAPEX,1699.67
1558,Capacitacion,OPEX,1814.35
1559,Hardware,CAPEX,533.72
1560,Capacitacion,OPEX,812.78
1561,Hardware,CAPEX,622.29
1562,Licencias Perpetuas,CAPEX,1374.23
1563,Suscripciones SaaS,OPEX,478.16
1564,Servicios Nube,OPEX,795.05
1565,Hardware,CAPEX,482.04
1566,Suscripciones SaaS,OPEX,2034.88
1567,Viajes,OPEX,1137.52
1568,Licencias Perpetuas,CAPEX,306.59
1569,Hardware,CAPEX,915.51
1570,Licencias Perpetuas,CAPEX,198.80
1571,Capacitacion,OPEX,1632.99
1572,Desarrollo a Medida,CAPEX,495.49
1573,Servicios Nube,OPEX,224.42
1574,Hardware,CAPEX,116.14
1575,Suscripciones SaaS,OPEX,581.23
1576,Capacitacion,OPEX,591.25
1577,Capacitacion,OPEX,670.31
1578,Hardware,CAPEX,596.63
1579,Capacitacion,OPEX,1119.88
1580,Licencias Perpetuas,CAPEX,455.45
1581,Licencias Perpetuas,CAPEX,406.11
1582,Suscripciones SaaS,OPEX,899.17
1583,Desarrollo a Medida,CAPEX,717.16
1584,Hardware,CAPEX,801.61
1585,Hardware,CAPEX,487.91
1586,Hardware,CAPEX,1605.47
1587,Viajes,OPEX,662.59
1588,Viajes,OPEX,1013.03
1589,Suscripciones SaaS,OPEX,449.61
1590,Desarrollo a Medida,CAPEX,1286.40
1591,Hardware,CAPEX,535.39
1592,Suscripciones SaaS,OPEX,556.64
1593,Servicios Nube,OPEX,283.72
1594,Capacitacion,OPEX,106.14
1595,Suscripciones SaaS,OPEX,474.72
1596,Capacitacion,OPEX,455.85
1597,Licencias Perpetuas,CAPEX,223.06
1598,Viajes,OPEX,760.22
1599,Hardware,CAPEX,542.22
1600,Capacitacion,OPEX,791.42
1601,Desarrollo a Medida,CAPEX,230.24
1602,Hardware,CAPEX,946.85
1603,Licencias Perpetuas,CAPEX,749.23
1604,Hardware,CAPEX,923.94
1605,Capacitacion,OPEX,487.42
1606,Hardware,CAPEX,634.50
1607,Servicios Nube,OPEX,691.32
1608,Hardware,CAPEX,549.62
1609,Licencias Perpetuas,CAPEX,683.59
1610,Suscripciones SaaS,OPEX,646.45
1611,Viajes,OPEX,587.24
1612,Capacitacion,OPEX,504.16
1613,Viajes,OPEX,1191.16
1614,Capacitacion,OPEX,440.59
1615,Soporte,OPEX,149.80
1616,Suscripciones SaaS,OPEX,1366.80
1617,Viajes,OPEX,3436.42
1618,Licencias Perpetuas,CAPEX,1023.23
1619,Hardware,CAPEX,1633.45
1620,Hardware,CAPEX,632.31
1621,Desarrollo a Medida,CAPEX,440.19
1622,Suscripciones SaaS,OPEX,369.43
1623,Soporte,OPEX,307.34
1624,Capacitacion,OPEX,4883.05
1625,Soporte,OPEX,378.91
1626,Viajes,OPEX,466.96
1627,Viajes,OPEX,749.66
1628,Suscripciones SaaS,OPEX,566.72
1629,Servicios Nube,OPEX,568.23
1630,Capacitacion,OPEX,458.31
1631,Licencias Perpetuas,CAPEX,988.20
1632,Soporte,OPEX,559.91
1633,Licencias Perpetuas,CAPEX,544.17
1634,Servicios Nube,OPEX,414.56
1635,Soporte,OPEX,589.39
1636,Hardware,CAPEX,505.06
1637,Capacitacion,OPEX,288.73
1638,Servicios Nube,OPEX,582.16
1639,Suscripciones SaaS,OPEX,867.78
1640,Desarrollo a Medida,CAPEX,399.35
1641,Suscripciones SaaS,OPEX,543.47
1642,Hardware,CAPEX,642.81
1643,Servicios Nube,OPEX,679.63
1644,Desarrollo a Medida,CAPEX,997.12
1645,Capacitacion,OPEX,826.76
1646,Servicios Nube,OPEX,685.55
1647,Capacitacion,OPEX,2043.22
1648,Viajes,OPEX,311.24
1649,Hardware,CAPEX,611.66
1650,Licencias Perpetuas,CAPEX,195.84
1651,Servicios Nube,OPEX,922.54
1652,Licencias Perpetuas,CAPEX,443.82
1653,Hardware,CAPEX,986.79
1654,Suscripciones SaaS,OPEX,401.65
1655,Desarrollo a Medida,CAPEX,615.30
1656,Viajes,OPEX,705.11
1657,Capacitacion,OPEX,422.52
1658,Capacitacion,OPEX,508.01
1659,Hardware,CAPEX,431.57
1660,Licencias Perpetuas,CAPEX,353.22
1661,Viajes,OPEX,427.43
1662,Soporte,OPEX,669.60
1663,Licencias Perpetuas,CAPEX,239.90
1664,Desarrollo a Medida,CAPEX,1298.54
1665,Viajes,OPEX,228.85
1666,Licencias Perpetuas,CAPEX,2734.53
1667,Hardware,CAPEX,591.33
1668,Suscripciones SaaS,OPEX,545.69
1669,Capacitacion,OPEX,719.80
1670,Servicios Nube,OPEX,370.80
1671,Licencias Perpetuas,CAPEX,354.85
1672,Licencias Perpetuas,CAPEX,2619.61
1673,Hardware,CAPEX,2228.90
1674,Licencias Perpetuas,CAPEX,721.43
1675,Desarrollo a Medida,CAPEX,1835.73
1676,Viajes,OPEX,502.75
1677,Soporte,OPEX,802.89
1678,Suscripciones SaaS,OPEX,377.48
1679,Suscripciones SaaS,OPEX,236.87
1680,Desarrollo a Medida,CAPEX,241.54
1681,Capacitacion,OPEX,779.80
1682,Licencias Perpetuas,CAPEX,111.36
1683,Hardware,CAPEX,698.06
1684,Desarrollo a Medida,CAPEX,405.14
1685,Desarrollo a Medida,CAPEX,294.79
1686,Servicios Nube,OPEX,750.63
1687,Soporte,OPEX,1764.15
1688,Capacitacion,OPEX,956.36
1689,Viajes,OPEX,634.57
1690,Suscripciones SaaS,OPEX,378.78
1691,Soporte,OPEX,869.61
1692,Servicios Nube,OPEX,329.55
1693,Servicios Nube,OPEX,789.36
1694,Desarrollo a Medida,CAPEX,1087.59
1695,Suscripciones SaaS,OPEX,1665.81
1696,Viajes,OPEX,1743.64
1697,Soporte,OPEX,913.88
1698,Desarrollo a Medida,CAPEX,754.02
1699,Licencias Perpetuas,CAPEX,241.08
1700,Desarrollo a Medida,CAPEX,413.17
1701,Hardware,CAPEX,357.80
1702,Servicios Nube,OPEX,328.98
1703,Licencias Perpetuas,CAPEX,520.60
1704,Desarrollo a Medida,CAPEX,914.85
1705,Suscripciones SaaS,OPEX,548.60
1706,Desarrollo a Medida,CAPEX,2842.10
1707,Desarrollo a Medida,CAPEX,741.71
1708,Desarrollo a Medida,CAPEX,328.05
1709,Desarrollo a Medida,CAPEX,824.37
1710,Soporte,OPEX,313.27
1711,Hardware,CAPEX,1637.61
1712,Desarrollo a Medida,CAPEX,442.13
1713,Soporte,OPEX,354.36
1714,Soporte,OPEX,2187.03
1715,Suscripciones SaaS,OPEX,290.63
1716,Capacitacion,OPEX,420.75
1717,Capacitacion,OPEX,117.48
1718,Servicios Nube,OPEX,529.98
1719,Hardware,CAPEX,1110.01
1720,Hardware,CAPEX,732.55
1721,Desarrollo a Medida,CAPEX,1772.10
1722,Suscripciones SaaS,OPEX,468.87
1723,Viajes,OPEX,467.25
1724,Desarrollo a Medida,CAPEX,663.56
1725,Servicios Nube,OPEX,1388.32
1726,Capacitacion,OPEX,373.38
1727,Suscripciones SaaS,OPEX,1684.99
1728,Servicios Nube,OPEX,992.39
1729,Desarrollo a Medida,CAPEX,859.19
1730,Servicios Nube,OPEX,472.89
1731,Suscripciones SaaS,OPEX,848.25
1732,Soporte,OPEX,448.96
1733,Viajes,OPEX,600.64
1734,Suscripciones SaaS,OPEX,1102.00
1735,Capacitacion,OPEX,236.26
1736,Suscripciones SaaS,OPEX,930.85
1737,Capacitacion,OPEX,856.98
1738,Viajes,OPEX,274.87
1739,Suscripciones SaaS,OPEX,1683.94
1740,Desarrollo a Medida,CAPEX,1431.83
1741,Desarrollo a Medida,CAPEX,442.93
1742,Servicios Nube,OPEX,2494.09
1743,Suscripciones SaaS,OPEX,1048.42
1744,Viajes,OPEX,2098.81
1745,Licencias Perpetuas,CAPEX,1011.15
1746,Soporte,OPEX,589.38
1747,Soporte,OPEX,540.87
1748,Desarrollo a Medida,CAPEX,536.76
1749,Licencias Perpetuas,CAPEX,198.24
1750,Hardware,CAPEX,858.90
1751,Servicios Nube,OPEX,578.56
1752,Capacitacion,OPEX,989.60
1753,Soporte,OPEX,3305.61
1754,Suscripciones SaaS,OPEX,679.46
1755,Licencias Perpetuas,CAPEX,673.86
1756,Hardware,CAPEX,813.92
1757,Viajes,OPEX,1136.92
1758,Servicios Nube,OPEX,488.00
1759,Desarrollo a Medida,CAPEX,584.33
1760,Desarrollo a Medida,CAPEX,925.66
1761,Suscripciones SaaS,OPEX,1701.08
1762,Viajes,OPEX,531.62
1763,Servicios Nube,OPEX,498.15
1764,Capacitacion,OPEX,1325.64
1765,Suscripciones SaaS,OPEX,252.57
1766,Suscripciones SaaS,OPEX,2042.97
1767,Capacitacion,OPEX,557.44
1768,Hardware,CAPEX,669.53
1769,Licencias Perpetuas,CAPEX,417.89
1770,Licencias Perpetuas,CAPEX,565.63
1771,Capacitacion,OPEX,849.85
1772,Hardware,CAPEX,752.34
1773,Capacitacion,OPEX,1031.54
1774,Viajes,OPEX,1000.64
1775,Viajes,OPEX,433.63
1776,Hardware,CAPEX,529.98
1777,Desarrollo a Medida,CAPEX,319.76
1778,Hardware,CAPEX,642.97
1779,Capacitacion,OPEX,483.91
1780,Suscripciones SaaS,OPEX,489.10
1781,Soporte,OPEX,1927.68
1782,Servicios Nube,OPEX,897.29
1783,Viajes,OPEX,1224.54
1784,Suscripciones SaaS,OPEX,332.48
1785,Desarrollo a Medida,CAPEX,307.45
1786,Soporte,OPEX,1125.54
1787,Desarrollo a Medida,CAPEX,1428.98
1788,Capacitacion,OPEX,1663.37
1789,Viajes,OPEX,307.12
1790,Desarrollo a Medida,CAPEX,336.30
1791,Capacitacion,OPEX,1294.37
1792,Servicios Nube,OPEX,221.89
1793,Hardware,CAPEX,469.90
1794,Desarrollo a Medida,CAPEX,1133.25
1795,Licencias Perpetuas,CAPEX,924.11
1796,Hardware,CAPEX,199.80
1797,Hardware,CAPEX,676.92
1798,Desarrollo a Medida,CAPEX,1336.33
1799,Soporte,OPEX,1347.55
1800,Servicios Nube,OPEX,715.38
1801,Soporte,OPEX,687.46
1802,Hardware,CAPEX,129.04
1803,Servicios Nube,OPEX,752.87
1804,Viajes,OPEX,179.44
1805,Desarrollo a Medida,CAPEX,524.16
1806,Soporte,OPEX,328.88
1807,Soporte,OPEX,641.14
1808,Suscripciones SaaS,OPEX,451.28
1809,Viajes,OPEX,159.21
1810,Hardware,CAPEX,683.22
1811,Viajes,OPEX,507.49
1812,Capacitacion,OPEX,437.05
1813,Servicios Nube,OPEX,639.42
1814,Soporte,OPEX,961.14
1815,Licencias Perpetuas,CAPEX,291.38
1816,Viajes,OPEX,930.22
1817,Soporte,OPEX,1040.05
1818,Viajes,OPEX,412.03
1819,Capacitacion,OPEX,532.10
1820,Capacitacion,OPEX,775.19
1821,Capacitacion,OPEX,1468.24
1822,Licencias Perpetuas,CAPEX,418.40
1823,Suscripciones SaaS,OPEX,693.98
1824,Desarrollo a Medida,CAPEX,659.41
1825,Hardware,CAPEX,563.05
1826,Licencias Perpetuas,CAPEX,598.46
1827,Soporte,OPEX,1277.56
1828,Licencias Perpetuas,CAPEX,1303.10
1829,Suscripciones SaaS,OPEX,1520.38
1830,Soporte,OPEX,1181.26
1831,Suscripciones SaaS,OPEX,163.12
1832,Licencias Perpetuas,CAPEX,454.00
1833,Viajes,OPEX,669.02
1834,Servicios Nube,OPEX,2144.34
1835,Licencias Perpetuas,CAPEX,1041.96
1836,Licencias Perpetuas,CAPEX,1407.58
1837,Servicios Nube,OPEX,698.42
1838,Soporte,OPEX,540.26
1839,Viajes,OPEX,511.52
1840,Capacitacion,OPEX,406.32
1841,Hardware,CAPEX,946.00
1842,Suscripciones SaaS,OPEX,1381.23
1843,Desarrollo a Medida,CAPEX,658.69
1844,Hardware,CAPEX,549.66
1845,Desarrollo a Medida,CAPEX,539.71
1846,Desarrollo a Medida,CAPEX,321.93
1847,Licencias Perpetuas,CAPEX,849.95
1848,Hardware,CAPEX,603.22
1849,Soporte,OPEX,931.81
1850,Desarrollo a Medida,CAPEX,473.77
1851,Viajes,OPEX,464.80
1852,Servicios Nube,OPEX,848.59
1853,Viajes,OPEX,692.36
1854,Licencias Perpetuas,CAPEX,509.35
1855,Viajes,OPEX,1640.49
1856,Suscripciones SaaS,OPEX,630.51
1857,Capacitacion,OPEX,602.80
1858,Capacitacion,OPEX,316.58
1859,Licencias Perpetuas,CAPEX,286.59
1860,Desarrollo a Medida,CAPEX,272.62
1861,Viajes,OPEX,2380.18
1862,Suscripciones SaaS,OPEX,1093.02
1863,Hardware,CAPEX,2387.79
1864,Servicios Nube,OPEX,115.42
1865,Licencias Perpetuas,CAPEX,829.03
1866,Soporte,OPEX,1689.10
1867,Servicios Nube,OPEX,876.74
1868,Servicios Nube,OPEX,979.73
1869,Desarrollo a Medida,CAPEX,518.51
1870,Hardware,CAPEX,1037.44
1871,Licencias Perpetuas,CAPEX,2135.34
1872,Viajes,OPEX,271.30
1873,Viajes,OPEX,588.75
1874,Capacitacion,OPEX,355.86
1875,Suscripciones SaaS,OPEX,369.81
1876,Viajes,OPEX,385.93
1877,Hardware,CAPEX,2316.97
1878,Viajes,OPEX,688.71
1879,Suscripciones SaaS,OPEX,555.39
1880,Servicios Nube,OPEX,683.58
1881,Desarrollo a Medida,CAPEX,512.17
1882,Hardware,CAPEX,1057.86
1883,Soporte,OPEX,878.01
1884,Soporte,OPEX,370.64
1885,Servicios Nube,OPEX,2360.55
1886,Hardware,CAPEX,471.64
1887,Soporte,OPEX,853.57
1888,Servicios Nube,OPEX,800.34
1889,Servicios Nube,OPEX,558.22
1890,Licencias Perpetuas,CAPEX,1353.37
1891,Suscripciones SaaS,OPEX,166.06
1892,Servicios Nube,OPEX,754.01
1893,Servicios Nube,OPEX,969.80
1894,Servicios Nube,OPEX,587.94
1895,Soporte,OPEX,944.21
1896,Servicios Nube,OPEX,909.19
1897,Hardware,CAPEX,332.66
1898,Viajes,OPEX,454.25
1899,Suscripciones SaaS,OPEX,326.31
1900,Servicios Nube,OPEX,362.58
1901,Capacitacion,OPEX,1393.29
1902,Suscripciones SaaS,OPEX,514.31
1903,Soporte,OPEX,1340.85
1904,Capacitacion,OPEX,579.76
1905,Desarrollo a Medida,CAPEX,640.81
1906,Soporte,OPEX,816.54
1907,Licencias Perpetuas,CAPEX,204.45
1908,Servicios Nube,OPEX,413.88
1909,Capacitacion,OPEX,1584.37
1910,Viajes,OPEX,876.47
1911,Desarrollo a Medida,CAPEX,2976.77
1912,Viajes,OPEX,918.76
1913,Desarrollo a Medida,CAPEX,852.26
1914,Licencias Perpetuas,CAPEX,480.20
1915,Desarrollo a Medida,CAPEX,398.19
1916,Hardware,CAPEX,1137.31
1917,Soporte,OPEX,183.79
1918,Desarrollo a Medida,CAPEX,409.63
1919,Viajes,OPEX,658.49
1920,Servicios Nube,OPEX,1557.30
1921,Capacitacion,OPEX,1314.47
1922,Desarrollo a Medida,CAPEX,449.84
1923,Desarrollo a Medida,CAPEX,829.40
1924,Viajes,OPEX,316.48
1925,Licencias Perpetuas,CAPEX,1269.79
1926,Suscripciones SaaS,OPEX,691.01
1927,Suscripciones SaaS,OPEX,512.82
1928,Suscripciones SaaS,OPEX,1035.62
1929,Hardware,CAPEX,653.73
1930,Soporte,OPEX,989.72
1931,Viajes,OPEX,975.16
1932,Soporte,OPEX,551.97
1933,Viajes,OPEX,856.26
1934,Licencias Perpetuas,CAPEX,1060.84
1935,Soporte,OPEX,1271.44
1936,Hardware,CAPEX,380.38
1937,Capacitacion,OPEX,2284.59
1938,Licencias Perpetuas,CAPEX,934.87
1939,Hardware,CAPEX,1510.52
1940,Servicios Nube,OPEX,598.01
1941,Hardware,CAPEX,344.77
1942,Licencias Perpetuas,CAPEX,2879.68
1943,Servicios Nube,OPEX,628.94
1944,Desarrollo a Medida,CAPEX,634.79
1945,Capacitacion,OPEX,1144.25
1946,Soporte,OPEX,1251.59
1947,Soporte,OPEX,639.19
1948,Hardware,CAPEX,417.85
1949,Hardware,CAPEX,1210.34
1950,Suscripciones SaaS,OPEX,834.86
1951,Soporte,OPEX,764.93
1952,Desarrollo a Medida,CAPEX,969.64
1953,Licencias Perpetuas,CAPEX,781.52
1954,Viajes,OPEX,1430.25
1955,Desarrollo a Medida,CAPEX,391.76
1956,Desarrollo a Medida,CAPEX,813.06
1957,Desarrollo a Medida,CAPEX,642.10
1958,Hardware,CAPEX,1244.14
1959,Hardware,CAPEX,929.30
1960,Servicios Nube,OPEX,866.03
1961,Viajes,OPEX,270.82
1962,Suscripciones SaaS,OPEX,479.44
1963,Suscripciones SaaS,OPEX,314.06
1964,Desarrollo a Medida,CAPEX,1231.46
1965,Desarrollo a Medida,CAPEX,1658.34
1966,Viajes,OPEX,1219.33
1967,Soporte,OPEX,555.75
1968,Viajes,OPEX,341.91
1969,Servicios Nube,OPEX,269.16
1970,Capacitacion,OPEX,117.76
1971,Suscripciones SaaS,OPEX,532.77
1972,Suscripciones SaaS,OPEX,353.06
1973,Hardware,CAPEX,454.03
1974,Hardware,CAPEX,343.40
1975,Suscripciones SaaS,OPEX,296.03
1976,Soporte,OPEX,320.02
1977,Capacitacion,OPEX,518.53
1978,Soporte,OPEX,672.62
1979,Servicios Nube,OPEX,910.88
1980,Suscripciones SaaS,OPEX,766.46
1981,Licencias Perpetuas,CAPEX,571.68
1982,Suscripciones SaaS,OPEX,1035.44
1983,Capacitacion,OPEX,367.80
1984,Licencias Perpetuas,CAPEX,497.82
1985,Licencias Perpetuas,CAPEX,638.84
1986,Viajes,OPEX,1184.53
1987,Viajes,OPEX,455.72
1988,Desarrollo a Medida,CAPEX,526.76
1989,Viajes,OPEX,250.98
1990,Servicios Nube,OPEX,578.89
1991,Hardware,CAPEX,666.84
1992,Hardware,CAPEX,657.18
1993,Soporte,OPEX,497.21
1994,Viajes,OPEX,468.60
1995,Viajes,OPEX,410.56
1996,Hardware,CAPEX,1218.79
1997,Hardware,CAPEX,1164.78
1998,Viajes,OPEX,414.77
1999,Servicios Nube,OPEX,930.57
2000,Desarrollo a Medida,CAPEX,2372.57
2001,Hardware,CAPEX,907.31
2002,Desarrollo a Medida,CAPEX,849.06
2003,Capacitacion,OPEX,668.43
2004,Licencias Perpetuas,CAPEX,559.13
2005,Capacitacion,OPEX,523.50
2006,Servicios Nube,OPEX,864.18
2007,Viajes,OPEX,938.87
2008,Hardware,CAPEX,266.51
2009,Soporte,OPEX,989.19
2010,Desarrollo a Medida,CAPEX,362.58
2011,Servicios Nube,OPEX,475.99
2012,Servicios Nube,OPEX,626.49
2013,Desarrollo a Medida,CAPEX,281.17
2014,Hardware,CAPEX,369.10
2015,Capacitacion,OPEX,369.42
2016,Capacitacion,OPEX,453.64
2017,Hardware,CAPEX,710.47
2018,Desarrollo a Medida,CAPEX,1706.35
2019,Hardware,CAPEX,658.81
2020,Capacitacion,OPEX,210.84
2021,Desarrollo a Medida,CAPEX,61.19
2022,Servicios Nube,OPEX,292.88
2023,Licencias Perpetuas,CAPEX,538.71
2024,Soporte,OPEX,605.81
2025,Desarrollo a Medida,CAPEX,464.39
2026,Servicios Nube,OPEX,559.16
2027,Desarrollo a Medida,CAPEX,642.66
2028,Suscripciones SaaS,OPEX,510.38
2029,Suscripciones SaaS,OPEX,424.88
2030,Licencias Perpetuas,CAPEX,761.92
2031,Soporte,OPEX,660.43
2032,Hardware,CAPEX,667.25
2033,Hardware,CAPEX,507.37
2034,Viajes,OPEX,592.10
2035,Licencias Perpetuas,CAPEX,927.29
2036,Servicios Nube,OPEX,280.09
2037,Desarrollo a Medida,CAPEX,576.84
2038,Licencias Perpetuas,CAPEX,771.78
2039,Soporte,OPEX,456.89
2040,Licencias Perpetuas,CAPEX,313.43
2041,Licencias Perpetuas,CAPEX,584.21
2042,Soporte,OPEX,519.43
2043,Viajes,OPEX,567.32
2044,Viajes,OPEX,94.60
2045,Licencias Perpetuas,CAPEX,588.96
2046,Desarrollo a Medida,CAPEX,455.53
2047,Servicios Nube,OPEX,1713.05
2048,Viajes,OPEX,1499.67
2049,Servicios Nube,OPEX,854.48
2050,Soporte,OPEX,751.11
2051,Desarrollo a Medida,CAPEX,821.61
2052,Servicios Nube,OPEX,464.23
2053,Hardware,CAPEX,323.12
2054,Capacitacion,OPEX,627.24
2055,Soporte,OPEX,428.04
2056,Servicios Nube,OPEX,1837.78
2057,Viajes,OPEX,374.41
2058,Soporte,OPEX,1387.64
2059,Viajes,OPEX,1240.20
2060,Capacitacion,OPEX,385.69
2061,Soporte,OPEX,469.42
2062,Desarrollo a Medida,CAPEX,951.55
2063,Suscripciones SaaS,OPEX,2114.72
2064,Desarrollo a Medida,CAPEX,844.93
2065,Servicios Nube,OPEX,822.24
2066,Soporte,OPEX,542.29
2067,Hardware,CAPEX,840.37
2068,Desarrollo a Medida,CAPEX,502.02
2069,Hardware,CAPEX,805.71
2070,Desarrollo a Medida,CAPEX,2389.08
2071,Viajes,OPEX,1457.93
2072,Servicios Nube,OPEX,571.08
2073,Capacitacion,OPEX,531.15
2074,Capacitacion,OPEX,760.53
2075,Licencias Perpetuas,CAPEX,822.78
2076,Viajes,OPEX,245.29
2077,Licencias Perpetuas,CAPEX,1055.45
2078,Soporte,OPEX,453.05
2079,Suscripciones SaaS,OPEX,743.36
2080,Viajes,OPEX,562.41
2081,Licencias Perpetuas,CAPEX,1181.95
2082,Suscripciones SaaS,OPEX,263.38
2083,Desarrollo a Medida,CAPEX,321.95
2084,Desarrollo a Medida,CAPEX,216.97
2085,Hardware,CAPEX,817.02
2086,Capacitacion,OPEX,657.11
2087,Desarrollo a Medida,CAPEX,372.71
2088,Licencias Perpetuas,CAPEX,600.08
2089,Licencias Perpetuas,CAPEX,745.80
2090,Licencias Perpetuas,CAPEX,991.14
2091,Licencias Perpetuas,CAPEX,322.02
2092,Servicios Nube,OPEX,680.98
2093,Desarrollo a Medida,CAPEX,864.07
2094,Desarrollo a Medida,CAPEX,835.68
2095,Soporte,OPEX,1178.76
